cohort_name,estimate,value,diagnostics,source
bells_palsy_pregnant,Cohort overlap,"You would expect approximately 100% overlap with a 'mother_table' cohort (representing the general pregnant population). Overlap with 'obesity_pregnant' might be 5-15%, 'gestational_diabetes' 1-5%, and 'preeclampsia' 1-5%. Overlap with other specific acute pregnancy complications like 'antepartum_haemorrhage', 'dysfunctional_labour', 'eclampsia', 'hellp', 'postpartum_haemorrhage', 'maternal_death', 'miscarriage', 'preterm_labour', and other acute medical conditions like 'anaphylaxis_pregnant', 'deep_vein_thrombosis_pregnant', 'disseminated_intravascular_coagulation_pregnant', 'encephalitis_pregnant', 'guillain_barre_syndrome_pregnant', 'haemorrhagic_stroke_pregnant', 'immune_thrombocytopenia_pregnant', 'ischaemic_stroke_pregnant', 'myocardial_infarction_pregnant', 'myocarditis_or_pericarditis_pregnant', 'pulmonary_embolism_pregnant', 'transverse_myelitis_pregnant', 'narcolepsy_pregnant', 'thrombosis_thrombocytopenia_syndrome_pregnant', or 'stillbirth' would typically be less than 1%, as Bell's Palsy is a distinct neurological condition.",compare_cohorts,gemini-2.5-flash
bells_palsy_pregnant,Cohort timing,"Bell's Palsy typically manifests in the third trimester of pregnancy or during the puerperium, meaning it may occur around the same time as or following diagnoses for other late-pregnancy conditions like gestational diabetes or preeclampsia, and often before acute delivery or postpartum complications.",compare_cohorts,gemini-2.5-flash
bells_palsy_pregnant,Frequently seen comorbidities,"Gestational diabetes, Preeclampsia, Hypertension, Obesity, Anaemia, Thyroid dysfunction (These conditions are either common during pregnancy or are associated with inflammation or metabolic changes that could theoretically influence the incidence or severity of Bell's Palsy.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-flash
bells_palsy_pregnant,Frequently seen signs and symptoms,"Unilateral facial weakness, Facial droop, Difficulty closing eye, Drooling, Loss of taste, Pain behind ear, Hyperacusis, Difficulty smiling, Difficulty frowning, Speech changes (These signs and symptoms are direct manifestations of facial nerve dysfunction, which is the hallmark of Bell's Palsy.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-flash
bells_palsy_pregnant,Frequently seen medications,"Prednisolone, Valaciclovir, Aciclovir, Carbamazepine, Hypromellose, Carboxymethylcellulose, Paracetamol (Corticosteroids are the primary treatment to reduce inflammation, antiviral agents may be used, and eye lubricants are crucial for eye protection due to eyelid paralysis, with pain relief given as needed.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-flash
deep_vein_thrombosis_pregnant,Clinical description,"Deep vein thrombosis in pregnancy is the formation of a blood clot in a deep vein, most commonly in the leg or pelvis, occurring during gestation or up to six weeks postpartum. Pregnancy induces a hypercoagulable state, increased venous stasis, and potential vascular injury, collectively increasing the risk of clot formation.",cohort_count,gemini-2.5-flash
deep_vein_thrombosis_pregnant,Frequency,"Deep vein thrombosis in pregnancy is rare, affecting approximately 1 in 1,000 to 2,000 pregnancies, but cases can be identified in various real-world healthcare datasets including primary care records, hospital admissions, and insurance claims.",cohort_count,gemini-2.5-flash
deep_vein_thrombosis_pregnant,Median age of incident cases,"25 to 35 (Individuals typically present within their reproductive years, consistent with the age range for pregnancy.)",cohort_characteristics,gemini-2.5-flash
deep_vein_thrombosis_pregnant,Percentage male,"0% to 1% (Given that the condition is defined as occurring in pregnant individuals, the proportion of males will be negligible.)",cohort_characteristics,gemini-2.5-flash
deep_vein_thrombosis_pregnant,Survival at five years,"98% to 99% (The vast majority of individuals survive deep vein thrombosis in pregnancy, though it carries a risk of life-threatening complications such as pulmonary embolism.)",cohort_survival,gemini-2.5-flash
deep_vein_thrombosis_pregnant,Cohort overlap,"pregnant_alcohol_misuse: 0-5%, antepartum_haemorrhage: 5-15%, dysfunctional_labour: 5-15%, eclampsia: 5-15%, ectopic_pregnancy: 0-1%, gestational_diabetes: 10-20%, hellp: 5-15%, preeclampsia: 10-20%, postpartum_endometritis: 1-5%, postpartum_haemorrhage: 10-20%, maternal_death: 1-5%, miscarriage: 5-15%, preterm_labour: 5-15%, anaphylaxis_pregnant: 0-1%, bells_palsy_pregnant: 0-1%, disseminated_intravascular_coagulation_pregnant: 1-5%, encephalitis_pregnant: 0-1%, guillain_barre_syndrome_pregnant: 0-1%, haemorrhagic_stroke_pregnant: 0-1%, immune_thrombocytopenia_pregnant: 1-5%, ischaemic_stroke_pregnant: 1-5%, myocardial_infarction_pregnant: 0-1%, myocarditis_or_pericarditis_pregnant: 0-1%, pulmonary_embolism_pregnant: 50-80%, transverse_myelitis_pregnant: 0-1%, narcolepsy_pregnant: 0-1%, thrombosis_thrombocytopenia_syndrome_pregnant: 0-5%, obesity_pregnant: 20-40%, mother_table: 100%, stillbirth: 1-5%",compare_cohorts,gemini-2.5-flash
deep_vein_thrombosis_pregnant,Cohort timing,"Entry into the mother_table cohort is typically simultaneous with the deep vein thrombosis diagnosis within the pregnancy period. A pulmonary_embolism_pregnant event often follows a deep vein thrombosis event by hours to several days. Maternal_death, if related to deep vein thrombosis, would typically occur days to weeks after the event. Obesity_pregnant would typically precede or be present at the time of deep vein thrombosis diagnosis. Other pregnancy complications, such as preeclampsia or gestational_diabetes, could occur concurrently or have varying temporal relationships, often within days or weeks of each other.",compare_cohorts,gemini-2.5-flash
deep_vein_thrombosis_pregnant,Frequently seen comorbidities,"Obesity, pre-eclampsia, multiple pregnancy, previous venous thromboembolism, inherited thrombophilia, caesarean section, varicose veins, heart disease, systemic lupus erythematosus, inflammatory bowel disease (These conditions and factors either increase the risk of blood clot formation or are common during pregnancy, making their co-occurrence with deep vein thrombosis expected.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-flash
deep_vein_thrombosis_pregnant,Frequently seen signs and symptoms,"Leg swelling, leg pain, warmth of affected limb, redness of affected limb, tenderness along the vein, calf pain, increased limb circumference, pitting oedema, superficial venous distension, fever (These are typical indicators of an inflammatory response and obstruction of blood flow caused by a deep vein blood clot.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-flash
deep_vein_thrombosis_pregnant,Frequently seen medications,"Enoxaparin, Dalteparin, Warfarin, Fondaparinux, Rivaroxaban, Apixaban, Dabigatran, Heparin, Acetylsalicylic acid, Paracetamol (Anticoagulants are the primary treatment for deep vein thrombosis to prevent clot extension and embolization, while analgesics may be used for symptom relief.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-flash
disseminated_intravascular_coagulation_pregnant,Clinical description,"Disseminated intravascular coagulation (DIC) in pregnancy is an acquired disorder of haemostasis characterised by widespread activation of the coagulation system, leading to the formation of microthrombi throughout the microvasculature. This consumption of clotting factors and platelets results in both simultaneous widespread bleeding and clotting.",cohort_count,gemini-2.5-flash
disseminated_intravascular_coagulation_pregnant,Frequency,"Disseminated intravascular coagulation in pregnancy is a rare but life-threatening complication. Cases would be predominantly identified in hospital electronic healthcare records and insurance claims data due to its acute, severe nature requiring hospitalisation.",cohort_count,gemini-2.5-flash
disseminated_intravascular_coagulation_pregnant,Median age of incident cases,"25 to 35 (Individuals presenting with disseminated intravascular coagulation in pregnancy are typically of childbearing age, reflecting the period of life when pregnancy occurs.)",cohort_characteristics,gemini-2.5-flash
disseminated_intravascular_coagulation_pregnant,Percentage male,"0% to 0% (As disseminated intravascular coagulation in this context specifically refers to pregnant individuals, the proportion of cases expected to be male is negligible.)",cohort_characteristics,gemini-2.5-flash
disseminated_intravascular_coagulation_pregnant,Survival at five years,"60% to 80% (Survival from disseminated intravascular coagulation in pregnancy is highly dependent on the timely diagnosis and effective management of the underlying obstetric complication, with most deaths occurring in the acute phase.)",cohort_survival,gemini-2.5-flash
disseminated_intravascular_coagulation_pregnant,Cohort overlap,"You would expect high overlap (70-100%) with antepartum haemorrhage, postpartum haemorrhage, preeclampsia, eclampsia, HELLP, stillbirth, and maternal death as these are often direct causes or immediate consequences. Moderate overlap (20-50%) with deep vein thrombosis pregnant, pulmonary embolism pregnant, ischaemic stroke pregnant, and haemorrhagic stroke pregnant due to the thrombotic nature of the condition. There would be low overlap (0-10%) with gestational diabetes, obesity pregnant, pregnant alcohol misuse, and other specified conditions such as anaphylaxis pregnant, bells palsy pregnant, encephalitis pregnant, guillain barre syndrome pregnant, immune thrombocytopenia pregnant, myocarditis or pericarditis pregnant, transverse myelitis pregnant, narcolepsy pregnant, and thrombosis thrombocytopenia syndrome pregnant, unless these conditions lead to severe complications that trigger disseminated intravascular coagulation. All individuals would overlap with the mother table as this is a demographic table.",compare_cohorts,gemini-2.5-flash
disseminated_intravascular_coagulation_pregnant,Cohort timing,"For cohorts that are direct causes of disseminated intravascular coagulation, such as antepartum haemorrhage, preeclampsia, eclampsia, HELLP, stillbirth, or severe infection (implicit in sepsis), entry into these cohorts would typically occur within days or simultaneously with the diagnosis of disseminated intravascular coagulation. For complications like postpartum haemorrhage, deep vein thrombosis, pulmonary embolism, or stroke, entry into these cohorts would typically be simultaneous or occur within days after the disseminated intravascular coagulation event.",compare_cohorts,gemini-2.5-flash
disseminated_intravascular_coagulation_pregnant,Frequently seen comorbidities,"Placental abruption, severe preeclampsia, eclampsia, HELLP syndrome, amniotic fluid embolism, intrauterine foetal death, severe maternal sepsis, postpartum haemorrhage, retained dead foetus, severe infection. (These conditions are the most common underlying causes of disseminated intravascular coagulation in pregnancy, triggering systemic activation of coagulation.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-flash
disseminated_intravascular_coagulation_pregnant,Frequently seen signs and symptoms,"Abnormal bleeding, petechiae, purpura, ecchymoses, injection site bleeding, gastrointestinal bleeding, genitourinary bleeding, thrombosis, organ dysfunction, renal failure, hepatic dysfunction, respiratory distress, shock. (The signs and symptoms reflect the dual pathology of disseminated intravascular coagulation, involving both widespread microvascular clotting and excessive bleeding due to consumption of clotting factors.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-flash
disseminated_intravascular_coagulation_pregnant,Frequently seen medications,"Packed red blood cells, fresh frozen plasma, cryoprecipitate, platelets, Antithrombin III, Heparin, Tranexamic acid, Antibiotics. (Medications include blood products to replace consumed clotting factors and platelets, specific agents to modulate coagulation, and antibiotics if sepsis is the underlying cause.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-flash
encephalitis_pregnant,Clinical description,"Encephalitis in pregnancy refers to inflammation of the brain during gestation, predominantly caused by viral infections such as herpes simplex virus or arboviruses, but can also arise from autoimmune conditions, bacterial infections, or other inflammatory processes. Its aetiology is similar to non-pregnant populations, though altered maternal immunity may influence susceptibility and disease course.",cohort_count,gemini-2.5-flash
encephalitis_pregnant,Frequency,"Encephalitis in pregnancy is a rare event. Cases can be identified in various real-world healthcare datasets including electronic health records, hospital admission data, and insurance claims.",cohort_count,gemini-2.5-flash
encephalitis_pregnant,Median age of incident cases,"20 to 35 (Individuals typically present during their reproductive years, consistent with the age range for pregnancy.)",cohort_characteristics,gemini-2.5-flash
encephalitis_pregnant,Percentage male,"0% to 0% (By definition, this cohort comprises solely pregnant individuals, who are female.)",cohort_characteristics,gemini-2.5-flash
encephalitis_pregnant,Survival at five years,"60% to 85% (Survival for encephalitis in pregnancy varies significantly based on the underlying cause, severity, and promptness of treatment, with outcomes ranging from full recovery to severe neurological impairment or death.)",cohort_survival,gemini-2.5-flash
encephalitis_pregnant,Cohort overlap,"pregnant_alcohol_misuse: 0-5%, antepartum_haemorrhage: 0-5%, dysfunctional_labour: 0-10%, eclampsia: 5-20%, ectopic_pregnancy: 0-1%, gestational_diabetes: 5-15%, hellp: 5-15%, preeclampsia: 10-25%, postpartum_endometritis: 0-5%, postpartum_haemorrhage: 0-5%, maternal_death: 5-15%, miscarriage: 5-15%, preterm_labour: 10-20%, anaphylaxis_pregnant: 0-1%, bells_palsy_pregnant: 0-5%, deep_vein_thrombosis_pregnant: 0-5%, disseminated_intravascular_coagulation_pregnant: 5-10%, guillain_barre_syndrome_pregnant: 5-15%, haemorrhagic_stroke_pregnant: 5-10%, immune_thrombocytopenia_pregnant: 0-5%, ischaemic_stroke_pregnant: 5-10%, myocardial_infarction_pregnant: 0-1%, myocarditis_or_pericarditis_pregnant: 5-10%, pulmonary_embolism_pregnant: 0-5%, transverse_myelitis_pregnant: 5-15%, narcolepsy_pregnant: 0-1%, thrombosis_thrombocytopenia_syndrome_pregnant: 0-1%, obesity_pregnant: 5-15%, mother_table: 100%, stillbirth: 5-15%",compare_cohorts,gemini-2.5-flash
encephalitis_pregnant,Cohort timing,"For conditions like maternal death, stillbirth, preterm labour, disseminated intravascular coagulation, haemorrhagic stroke, ischaemic stroke, eclampsia, HELLP syndrome, and preeclampsia, entry into these cohorts would typically occur concurrently with or within days to weeks after the diagnosis of encephalitis. For other neurological conditions such as Guillain-Barré syndrome, transverse myelitis, and myocarditis or pericarditis, timing may be concurrent or within weeks due to shared aetiologies or post-infectious processes. For pre-existing conditions like gestational diabetes, obesity, or alcohol misuse, entry into these cohorts would typically precede encephalitis by weeks or months, while entry into the mother table is concurrent.",compare_cohorts,gemini-2.5-flash
encephalitis_pregnant,Frequently seen comorbidities,"Gestational diabetes, Preeclampsia, Anaemia, Urinary tract infection, Thyroid dysfunction, Autoimmune disease, Hypertension, Obesity, Infection with human immunodeficiency virus, Hepatitis B (These comorbidities may be pre-existing conditions, common pregnancy-related complications, or conditions that can predispose individuals to severe infections or autoimmune processes.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-flash
encephalitis_pregnant,Frequently seen signs and symptoms,"Fever, Headache, Altered mental status, Seizures, Photophobia, Nausea, Vomiting, Focal neurological deficit, Confusion, Lethargy, Nuchal rigidity (These represent typical clinical manifestations of acute brain inflammation, which can range from general constitutional symptoms to severe neurological impairment.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-flash
encephalitis_pregnant,Frequently seen medications,"Aciclovir, Corticosteroids, Immunoglobulins intravenous, Anticonvulsants, Broad-spectrum antibiotics, Antipyretics, Antiemetics, Intravenous fluids, Diuretics, Antihypertensives (Medications are primarily directed at treating the underlying cause of encephalitis, managing symptoms such as seizures and fever, and providing supportive care to reduce brain inflammation and swelling.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-flash
guillain_barre_syndrome_pregnant,Clinical description,"Guillain-Barré Syndrome in pregnant individuals is an acute, autoimmune polyradiculoneuropathy where the body's immune system mistakenly attacks peripheral nerves, often triggered by a preceding infection.",cohort_count,gemini-2.5-flash
guillain_barre_syndrome_pregnant,Frequency,"Guillain-Barré Syndrome in pregnant individuals is very rare, occurring in approximately 1 to 2 per 100,000 pregnancies, but can be identified in hospital, primary care, and insurance data due to its severe presentation often requiring hospitalisation.",cohort_count,gemini-2.5-flash
guillain_barre_syndrome_pregnant,Median age of incident cases,20 to 35 (The median age for individuals presenting with Guillain-Barré Syndrome during pregnancy typically aligns with the peak reproductive years for women.),cohort_characteristics,gemini-2.5-flash
guillain_barre_syndrome_pregnant,Percentage male,"0% to 1% (Given the cohort specifically includes pregnant individuals, the proportion of males would be negligible, only potentially encompassing very rare cases of pregnant transgender men.)",cohort_characteristics,gemini-2.5-flash
guillain_barre_syndrome_pregnant,Survival at five years,"90% to 98% (While most individuals with Guillain-Barré Syndrome recover, a small proportion may experience significant disability or mortality, often due to respiratory failure or autonomic dysfunction.)",cohort_survival,gemini-2.5-flash
guillain_barre_syndrome_pregnant,Cohort overlap,"mother_table: 100%, maternal_death: 1% to 5%, deep_vein_thrombosis_pregnant: 5% to 15%, pulmonary_embolism_pregnant: 2% to 10%, bells_palsy_pregnant: less than 1%, encephalitis_pregnant: less than 1%, transverse_myelitis_pregnant: less than 1%, Other specified cohorts: generally less than 1%.",compare_cohorts,gemini-2.5-flash
guillain_barre_syndrome_pregnant,Cohort timing,"Entry into ""mother_table"" would typically be simultaneous with or precede the diagnosis of Guillain-Barré Syndrome during the pregnancy period. Entry into ""maternal_death"" would follow the Guillain-Barré Syndrome diagnosis. Entry into ""deep_vein_thrombosis_pregnant"" or ""pulmonary_embolism_pregnant"" could occur simultaneously or shortly after Guillain-Barré Syndrome diagnosis, driven by immobility. Entry into other cohorts would generally be either coincidental or Guillain-Barré Syndrome occurring during an already identified pregnancy episode. Guillain-Barré Syndrome is an acute event that can occur at any point during pregnancy or the puerperium, with potential complications like thrombosis developing concurrently or subsequently due to prolonged immobility.",compare_cohorts,gemini-2.5-flash
guillain_barre_syndrome_pregnant,Frequently seen comorbidities,"Recent viral infection, Recent bacterial infection (Guillain-Barré Syndrome is frequently triggered by a preceding infection, particularly of the gastrointestinal or respiratory tract.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-flash
guillain_barre_syndrome_pregnant,Frequently seen signs and symptoms,"Ascending weakness, Muscle weakness, Tingling, Numbness, Pain, Diminished reflexes, Difficulty breathing, Facial weakness, Difficulty swallowing, Unsteadiness (These are the characteristic neurological deficits and associated symptoms resulting from inflammation and damage to peripheral nerves in Guillain-Barré Syndrome.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-flash
guillain_barre_syndrome_pregnant,Frequently seen medications,"Intravenous immunoglobulin, Plasma exchange, Paracetamol, Opioids, Enoxaparin, Proton pump inhibitors, Gabapentin, Pregabalin (Intravenous immunoglobulin and plasma exchange are specific disease-modifying treatments for Guillain-Barré Syndrome, while other medications are used for symptom management, pain relief, and prevention of complications such as venous thromboembolism.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-flash
haemorrhagic_stroke_pregnant,Clinical description,"Haemorrhagic stroke in pregnancy results from bleeding into the brain tissue or subarachnoid space, often due to ruptured cerebral aneurysms, arteriovenous malformations, or underlying conditions like eclampsia and coagulopathies.",cohort_count,gemini-2.5-flash
haemorrhagic_stroke_pregnant,Frequency,"Haemorrhagic stroke in pregnancy is a rare but severe obstetric complication, typically identified in hospital records, emergency department data, and specialist obstetric or neurological registries due to its acute nature and need for specialised care.",cohort_count,gemini-2.5-flash
haemorrhagic_stroke_pregnant,Median age of incident cases,"28 to 36 (Individuals presenting with haemorrhagic stroke during pregnancy are typically younger adults, reflecting the common age range for pregnancy.)",cohort_characteristics,gemini-2.5-flash
haemorrhagic_stroke_pregnant,Percentage male,"0% to 0% (As haemorrhagic stroke in pregnancy by definition affects pregnant individuals, the proportion of cases who are male is zero.)",cohort_characteristics,gemini-2.5-flash
haemorrhagic_stroke_pregnant,Survival at five years,"40% to 70% (Survival rates for haemorrhagic stroke are significantly influenced by stroke severity and promptness of treatment, with a considerable proportion of individuals experiencing long-term disability or mortality.)",cohort_survival,gemini-2.5-flash
haemorrhagic_stroke_pregnant,Cohort overlap,"You would expect high overlap (60-80%) with eclampsia, 50-70% with preeclampsia, and 30-50% with hellp, as these are leading causes or closely associated conditions. Moderate overlap (10-30%) is expected with maternal_death and preterm_labour, reflecting complications or severe outcomes. There would be moderate overlap (10-20%) with gestational_diabetes and obesity_pregnant due to shared vascular risk factors. Overlap with disseminated_intravascular_coagulation_pregnant and immune_thrombocytopenia_pregnant would be 10-30% and 5-15% respectively due to bleeding risks. Ischaemic_stroke_pregnant would have 5-15% overlap due to shared risk factors or diagnostic challenges. All cases would have 100% overlap with mother_table. Other listed cohorts would generally have less than 5% overlap.",compare_cohorts,gemini-2.5-flash
haemorrhagic_stroke_pregnant,Cohort timing,"Conditions such as preeclampsia, eclampsia, hellp, gestational diabetes, obesity, and immune thrombocytopenia typically appear days to months before the haemorrhagic stroke. Disseminated intravascular coagulation may occur concurrently with or shortly before the stroke. Maternal death, preterm labour, and stillbirth are usually complications that occur concurrently or within days to weeks after the haemorrhagic stroke. Entry into the mother_table cohort would typically precede or be concurrent with the stroke.",compare_cohorts,gemini-2.5-flash
haemorrhagic_stroke_pregnant,Frequently seen comorbidities,"eclampsia, pre-eclampsia, chronic hypertension, cerebral aneurysm, arteriovenous malformation, disseminated intravascular coagulation, immune thrombocytopenia, gestational diabetes, obesity, previous stroke (These comorbidities represent either direct causes of haemorrhage, such as pre-existing vascular abnormalities and coagulopathies, or vascular risk factors like hypertension, eclampsia, gestational diabetes, and obesity, which increase susceptibility to stroke.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-flash
haemorrhagic_stroke_pregnant,Frequently seen signs and symptoms,"sudden severe headache, focal neurological deficit, altered consciousness, seizures, nausea, vomiting, visual disturbances, neck stiffness, vertigo, weakness on one side of the body (These signs and symptoms are typical presentations of increased intracranial pressure and damage to specific brain regions caused by bleeding within the cranium.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-flash
haemorrhagic_stroke_pregnant,Frequently seen medications,"labetalol, hydralazine, nifedipine, magnesium sulfate, levetiracetam, phenytoin, dexamethasone, mannitol, paracetamol, ondansetron (Medications commonly used include antihypertensives to manage blood pressure, anticonvulsants to prevent or control seizures, corticosteroids and osmotic agents to reduce cerebral oedema, and symptomatic treatments for pain and nausea.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-flash
immune_thrombocytopenia_pregnant,Clinical description,"Immune thrombocytopenia in pregnancy is an autoimmune disorder where the body's immune system mistakenly attacks and destroys its own platelets, leading to low platelet counts. This can be primary (idiopathic) or secondary to other autoimmune conditions, potentially impacting both maternal and foetal/neonatal health.",cohort_count,gemini-2.5-flash
immune_thrombocytopenia_pregnant,Frequency,"Immune thrombocytopenia in pregnancy is relatively uncommon, affecting approximately 1 in 1,000 to 1 in 10,000 pregnancies. Cases are readily identifiable across various real-world healthcare data types, including primary care, hospital records, and laboratory data.",cohort_count,gemini-2.5-flash
immune_thrombocytopenia_pregnant,Median age of incident cases,"25 to 35 (Individuals typically present at ages consistent with the peak reproductive years, reflecting the age distribution of pregnant populations.)",cohort_characteristics,gemini-2.5-flash
immune_thrombocytopenia_pregnant,Percentage male,"0% to 0% (As this cohort specifically identifies individuals who are pregnant, no males are expected to be included.)",cohort_characteristics,gemini-2.5-flash
immune_thrombocytopenia_pregnant,Survival at five years,"99% to 100% (Maternal prognosis is generally excellent with very high survival rates, as complications are usually manageable and directly attributable maternal mortality is exceedingly rare.)",cohort_survival,gemini-2.5-flash
immune_thrombocytopenia_pregnant,Cohort overlap,"You would expect high overlap with mother_table (100%), and moderate overlap with postpartum_haemorrhage (10-30%), obesity_pregnant (10-30%), preeclampsia (5-15%), antepartum_haemorrhage (5-15%), hellp (5-20%), and preterm_labour (5-10%). Lower overlap is expected with gestational_diabetes (1-5%), disseminated_intravascular_coagulation_pregnant (1-5%), and stillbirth (1-5%). Minimal or no overlap is anticipated with pregnant_alcohol_misuse, dysfunctional_labour, eclampsia, ectopic_pregnancy, postpartum_endometritis, maternal_death, miscarriage, anaphylaxis_pregnant, bells_palsy_pregnant, deep_vein_thrombosis_pregnant, encephalitis_pregnant, guillain_barre_syndrome_pregnant, haemorrhagic_stroke_pregnant (0.1-1%), ischaemic_stroke_pregnant, myocardial_infarction_pregnant, myocarditis_or_pericarditis_pregnant, pulmonary_embolism_pregnant, transverse_myelitis_pregnant, narcolepsy_pregnant, and thrombosis_thrombocytopenia_syndrome_pregnant.",compare_cohorts,gemini-2.5-flash
immune_thrombocytopenia_pregnant,Cohort timing,"For overlapping cases with conditions such as antepartum_haemorrhage, postpartum_haemorrhage, or disseminated_intravascular_coagulation_pregnant, entry into the immune_thrombocytopenia_pregnant cohort would typically precede or occur concurrently, as ITP often contributes to these events. For conditions like preeclampsia or hellp, the timing can vary, with either condition potentially preceding the other or presenting concurrently. Chronic conditions such as obesity_pregnant or gestational_diabetes would usually be entered first or concurrently, as they often pre-exist the diagnosis of immune thrombocytopenia in pregnancy.",compare_cohorts,gemini-2.5-flash
immune_thrombocytopenia_pregnant,Frequently seen comorbidities,"Systemic lupus erythematosus, Autoimmune thyroid disease, Anaemia, Pre-eclampsia, Gestational hypertension, Gestational diabetes, Obesity (As immune thrombocytopenia is an autoimmune condition, it commonly co-occurs with other autoimmune diseases; other listed conditions are prevalent during pregnancy or can be exacerbated by or arise as complications of thrombocytopenia.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-flash
immune_thrombocytopenia_pregnant,Frequently seen signs and symptoms,"Petechiae, Purpura, Ecchymoses, Epistaxis, Gingival bleeding, Antepartum haemorrhage, Postpartum haemorrhage, Fatigue (These signs and symptoms are direct consequences of a low platelet count, which impairs the blood's ability to clot, leading to spontaneous or easily provoked bleeding.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-flash
immune_thrombocytopenia_pregnant,Frequently seen medications,"Prednisolone, Intravenous immunoglobulin, Romiplostim, Eltrombopag, Tranexamic acid, Folic acid, Iron supplements (Medications are primarily used to increase platelet counts, suppress the immune response responsible for platelet destruction, manage bleeding, or address associated nutritional deficiencies during pregnancy.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-flash
ischaemic_stroke_pregnant,Clinical description,"Ischaemic stroke in pregnancy occurs when blood flow to part of the brain is interrupted, leading to brain cell death. Its aetiology often involves prothrombotic states, pre-existing vascular conditions, or pregnancy-specific complications like pre-eclampsia and eclampsia which can induce cerebral thrombosis or vasospasm.",cohort_count,gemini-2.5-flash
ischaemic_stroke_pregnant,Frequency,"Ischaemic stroke in pregnancy is a rare but serious event, typically identified in hospital-based maternity or neurological records, but may be captured in broader electronic healthcare records.",cohort_count,gemini-2.5-flash
ischaemic_stroke_pregnant,Median age of incident cases,"25 to 40 (Individuals presenting with ischaemic stroke during pregnancy are typically in their mid-to-late twenties to late thirties, reflecting the peak reproductive years.)",cohort_characteristics,gemini-2.5-flash
ischaemic_stroke_pregnant,Percentage male,"0% to 0% (By definition, this cohort exclusively comprises biological females, as the condition is tied to pregnancy.)",cohort_characteristics,gemini-2.5-flash
ischaemic_stroke_pregnant,Survival at five years,"70% to 90% (Survival is generally good for individuals experiencing ischaemic stroke during pregnancy, though it varies based on the severity of the stroke, promptness of treatment, and residual neurological deficits.)",cohort_survival,gemini-2.5-flash
ischaemic_stroke_pregnant,Cohort overlap,"Expect significant overlap with pre-eclampsia (20-50%) and eclampsia (10-30%) due to shared vascular pathophysiology. There will be high overlap with maternal_death (30-60%) as stroke is a leading cause of maternal mortality, and very high overlap with mother_table (90-100%) as it is a base population. Moderate overlap with obesity_pregnant (20-40%) and gestational_diabetes (5-15%) due to their associated vascular risks. Moderate overlap with deep_vein_thrombosis_pregnant (5-20%) and pulmonary_embolism_pregnant (5-20%) as all are thrombotic events linked to pregnancy-induced hypercoagulability. Low overlap with haemorrhagic_stroke_pregnant (<5%), stillbirth (5-15%), preterm_labour (1-5%), and myocardial_infarction_pregnant (1-5%). Very low overlap with pregnant_alcohol_misuse (<5%), antepartum_haemorrhage (<1%), dysfunctional_labour (<1%), ectopic_pregnancy (<1%), postpartum_endometritis (<1%), postpartum_haemorrhage (<1%), miscarriage (<1%), anaphylaxis_pregnant (<1%), bells_palsy_pregnant (<1%), disseminated_intravascular_coagulation_pregnant (5-15%), encephalitis_pregnant (<1%), guillain_barre_syndrome_pregnant (<1%), immune_thrombocytopenia_pregnant (<1%), myocarditis_or_pericarditis_pregnant (<1%), transverse_myelitis_pregnant (<1%), narcolepsy_pregnant (<1%), and thrombosis_thrombocytopenia_syndrome_pregnant (<5%). The specific physiological changes of pregnancy increase the risk for both ischaemic stroke and many of these other listed conditions.",compare_cohorts,gemini-2.5-flash
